mirna,TC_3B,TF_4H,TF_4P,FF_5B,F1F_7G,F1F_7M,TF_9K,TC_11E,TF_13B,F1C_19A,FF_21J,TF_22A,FF_23C,F1F_24A,TC_26B,TC_27A,F1C_29A,F1F_31A,F1F_33A,FF_35C,F1C_37,FF_39A,FF_39E,FF_39J,FC_42B,TF_43A,TC_44A,FC_45A,FC_46F,TF_379,FC_41B,TF_787,FF_801,FC_974,F1C_4208,F1F_4563,F1F_4590
novel_5_755,334,94,125,435,737,767,288,762,2924,1057,541,464,1428,337,769,316,513,570,426,462,221,481,1750,512,635,604,698,1444,515,674,852,653,577,1135,244,932,644
novel_5_756,0,0,0,0,5,3,0,0,0,3,0,0,4,0,7,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,5,0,6,4,0,0
novel_5_757,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,7,0,0,7,0,0,0,9,0,0,0
novel_5_758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
novel_5_759,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
novel_5_760,991,0,0,0,0,1387,1958,1069,3346,1373,1707,835,1567,1099,2009,1433,1008,640,1038,1300,823,1600,2121,1869,1069,913,0,1116,2339,1440,2100,1665,1625,1176,1286,750,2147
novel_5_761,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_762,8258,22807,14848,21625,34618,32144,34289,36638,112410,58095,27429,21496,57930,17977,54038,27746,32367,10022,12258,28065,14923,26240,52319,32559,26626,4703,44097,56373,54169,63787,67143,51678,21887,46880,28606,19889,18300
novel_5_763,37672,9721,6829,19640,22317,19089,12602,21495,61275,43075,12444,143764,66749,11570,24436,19288,11032,9051,33035,23928,14234,11177,32650,18460,16748,45163,21288,19286,20860,28608,42592,17531,22857,70283,14130,18578,75171
novel_5_764,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
novel_5_765,0,0,0,0,0,0,0,0,13,7,0,0,5,0,0,3,0,0,0,7,0,0,11,0,7,0,0,0,0,5,13,0,0,0,0,0,0
novel_5_766,134,50,40,92,158,410,81,231,345,401,76,61,228,149,250,87,103,58,65,86,124,124,288,168,136,138,184,173,169,238,393,138,96,196,90,65,340
novel_5_767,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_768,17,18,25,49,109,87,50,42,135,114,46,68,104,31,64,30,39,26,30,48,26,41,139,53,23,10,103,72,110,75,70,83,59,104,54,73,64
novel_5_769,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,0,0,0,0,0,1914,0,0,0,0,0,0,0,0,0,0
novel_6_771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
novel_6_772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_773,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
novel_6_775,0,0,0,0,0,0,7,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0
novel_6_776,173,0,0,0,291,0,0,0,0,0,0,0,675,0,0,123,0,83,0,0,0,159,694,0,0,134,0,0,0,0,0,0,0,0,0,0,0
novel_6_777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_778,10,10,0,39,32,35,0,0,47,63,0,16,22,0,0,22,28,16,11,0,0,24,27,43,35,0,30,26,29,50,41,37,26,38,0,13,0
novel_6_779,28,46,57,17,34,29,36,29,48,21,15,13,36,15,71,30,17,25,20,20,24,41,43,34,13,29,42,22,47,22,31,36,30,33,54,29,31
novel_6_780,0,44,0,0,0,0,0,0,58,0,0,0,0,0,0,0,35,0,0,59,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0
novel_6_781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_782,4212,8960,3547,6777,0,0,5592,0,0,0,0,0,8764,0,0,0,0,2681,0,0,0,0,0,0,0,0,0,0,7114,0,7124,0,0,0,5860,0,0
novel_6_783,43,27,27,46,69,58,18,54,157,187,30,42,99,46,81,29,34,23,33,73,56,26,77,45,46,63,64,45,32,62,158,97,38,102,46,37,118
novel_6_784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
novel_6_786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
novel_6_787,0,0,0,0,0,0,0,0,28,0,0,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
novel_6_788,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_789,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0
novel_6_792,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_793,48,28,24,11,27,23,30,12,60,0,0,31,0,29,46,21,0,23,29,20,42,11,0,0,0,0,17,0,17,23,18,45,23,0,21,0,62
novel_6_794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
novel_6_795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_6_796,0,27,41,31,27,30,24,16,82,13,26,14,29,13,21,20,20,17,18,22,7,60,38,33,19,0,45,60,32,33,36,45,18,33,18,10,43
novel_7_797,9673,2671,2873,15818,15648,13537,5339,12080,41072,28370,15109,11945,29251,7260,12880,11902,12829,5566,7792,14294,8183,12207,24455,14592,14421,7312,14454,11757,19458,23574,26751,17435,16177,30692,7496,12439,14186
novel_7_798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
novel_7_799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
novel_7_802,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_803,0,0,0,0,11,16,0,9,0,0,0,9,0,15,8,7,0,0,0,9,0,0,23,9,13,20,0,0,0,0,11,0,0,14,0,13,0
novel_7_804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
novel_7_805,68,0,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,87,0,0,0,0
novel_7_806,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_807,7,0,0,0,18,11,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,12,10,0,0,0,0,0,10,0,8,10,53
novel_7_808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
novel_7_809,0,3,0,0,0,7,0,0,0,9,4,0,0,0,7,0,0,0,0,0,0,0,0,7,3,4,5,0,0,0,0,0,0,0,2,0,0
novel_7_810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_811,77,0,10,45,54,80,38,59,206,122,49,47,123,41,74,57,45,41,32,29,31,53,129,61,59,76,92,73,92,81,131,46,53,110,42,44,149
novel_7_812,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
novel_7_813,52,13,13,0,78,56,0,67,292,155,95,66,187,0,67,60,0,37,0,0,43,94,192,111,95,27,84,23,149,140,158,128,87,194,0,0,64
novel_7_814,0,0,0,0,0,0,0,0,13,14,0,0,16,0,11,0,0,0,0,0,10,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,18
novel_7_815,0,0,0,0,12,7,15,0,0,0,0,7,0,0,0,15,0,0,0,0,9,15,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0
novel_7_816,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_817,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
novel_7_818,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
novel_7_820,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,31,0,27,0,0,0,0,0,0,0,0,0,0,0,0,57
novel_7_821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_822,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0
novel_7_823,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,13
novel_7_824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
novel_7_825,0,10,0,0,0,0,0,0,0,9,0,0,8,0,0,8,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,19
novel_7_826,0,19,10,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,13,0,0,0,11,0,0,22,17,8,19,0,12,31,0,0,0,0,36
novel_7_827,11,0,0,0,0,0,14,0,45,12,0,0,14,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,24,0,11,0,0,0,0,0,16
novel_7_828,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_7_829,12,27,17,0,43,23,36,45,140,80,11,38,49,38,43,13,47,43,52,54,9,26,35,28,10,37,38,42,19,66,60,23,6,39,23,37,22
novel_7_830,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
novel_8_831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0
novel_8_832,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_8_833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_8_834,0,6,0,3,0,0,0,0,12,0,4,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,3,0,0,0,0,7,0,8
novel_8_835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
novel_8_836,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0
novel_8_837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
novel_8_838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
novel_8_839,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_8_840,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_8_841,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_9_842,1044,879,755,1728,2201,1617,1509,2947,9292,2527,1913,1374,6006,823,3059,1432,1539,1235,1324,1893,1217,1879,4821,1614,1796,803,2489,2337,3829,2699,4442,2739,2236,3764,1466,1882,1558
novel_9_843,545,83,83,328,438,434,141,371,1540,642,339,453,1250,142,360,431,379,207,228,354,207,272,982,379,391,971,410,618,492,649,1015,333,442,1111,166,332,1347
novel_9_844,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0
novel_9_845,26901,16894,11314,42233,68192,59815,24359,44377,179227,114889,44142,35844,118560,26792,53038,33508,44003,30122,32572,39845,26210,45467,113450,56807,52054,44819,63597,63564,74472,66135,97556,61284,48511,93164,25022,46279,78711
novel_9_846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
novel_9_847,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_9_848,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_9_849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
novel_9_850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_9_851,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,9,14,13,0,0,0,0,0
novel_9_852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
novel_9_853,0,28,13,0,18,15,0,0,34,12,0,0,14,23,8,0,8,0,13,0,0,0,10,15,0,0,0,12,25,0,0,19,7,17,0,10,9
novel_9_854,0,0,0,17,0,28,16,47,0,0,14,65,0,0,0,24,0,0,0,0,0,0,0,0,0,0,27,0,0,23,15,0,0,0,0,40,0
novel_9_855,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_9_856,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
novel_9_857,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
novel_9_858,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_9_859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_9_860,9,19,7,0,0,0,0,0,29,27,13,0,22,0,0,14,41,0,0,12,12,19,12,12,8,0,15,22,8,13,29,14,0,22,0,0,43
novel_X_861,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_862,0,0,0,0,0,0,0,0,13,9,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_865,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_867,7983,4867,2182,6357,9456,7021,11235,8161,17439,14665,8318,6208,14544,5640,10008,9523,7021,2322,6396,6513,6922,5659,11483,6825,5345,3805,15455,5650,16062,6880,15601,7941,7853,10482,5475,5374,17016
novel_X_868,12806,16565,7549,8754,12852,8424,13607,16382,24636,15277,10781,9212,16292,8015,11780,10779,8193,4869,8000,9412,9859,10036,11959,10925,11866,28332,22002,14691,24151,13627,17921,18944,10589,13362,8377,5883,33403
novel_X_869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,13,0,0,15,0,12,0,0,0,0
novel_X_870,0,0,0,0,0,0,42,0,335,0,0,96,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0
novel_X_871,2160,1123,1394,1588,6221,6242,1868,3608,10255,11023,2232,2227,8714,1987,4535,2542,2221,1480,1795,2278,1962,2183,6556,2732,3062,3831,3793,4278,2913,3615,8169,2678,3343,7779,1987,4058,6499
novel_X_872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0
novel_X_873,4220,2185,1208,2717,4498,5071,3102,5358,12043,9058,5151,4326,9499,2938,5170,4665,3861,1578,3145,4248,3671,3060,6949,4969,4698,5128,5976,3890,4789,7098,9572,5250,5413,7483,3374,3928,8570
novel_X_874,4800,2503,1728,3412,5819,7889,5513,4744,16426,10268,5322,3985,10150,4369,7502,5815,5128,3138,3682,4704,3272,3915,9997,5162,5388,5742,7788,7317,6042,6585,8711,6752,6024,7145,3685,5050,8152
novel_X_875,396,0,121,281,398,0,400,325,829,751,408,410,0,0,422,576,441,0,0,427,0,302,568,0,0,457,486,0,390,534,0,0,453,0,223,394,546
novel_X_876,19,11,0,26,43,43,67,54,145,102,53,50,73,41,74,41,59,25,24,59,25,21,71,33,48,39,61,30,71,65,77,42,38,75,33,46,54
novel_X_877,7103,4559,3497,11705,12156,14502,10921,9109,44398,28999,16273,11540,19935,7828,12703,10982,11649,6434,6341,16548,5871,12046,24134,13859,10326,3303,19367,13633,20682,16499,27806,16300,14419,21706,6888,11921,9079
novel_X_878,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
novel_X_879,108,14,0,12,26,16,30,19,23,19,28,72,37,48,59,67,16,8,112,12,76,14,51,18,10,0,20,26,54,27,19,16,9,0,11,0,0
novel_X_880,586,164,93,372,1070,945,286,1235,3121,1991,439,886,2756,414,1390,731,524,410,729,412,527,303,2155,635,810,2501,873,739,744,1109,1574,793,982,1658,482,775,3145
novel_X_881_1,1851,860,629,3094,3924,4296,1565,2807,11056,7209,3070,2351,7469,1815,4390,2462,2897,1895,1864,2805,1401,3053,6712,3492,3415,2228,4125,4365,4304,4804,6739,3534,2725,5651,2126,3215,3378
novel_X_881_2,0,606,435,2171,2903,3346,1055,1931,7659,5231,2146,1777,5427,1348,3229,1789,2109,1315,1341,2029,986,0,5034,2498,2625,1762,2805,3299,3263,3728,5005,2667,1928,4464,1526,2400,0
novel_X_882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
novel_X_883,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0
novel_X_884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_885,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_886,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_887,0,18,22,12,18,16,11,0,27,15,27,0,12,17,21,16,0,0,12,27,9,23,34,27,21,0,37,14,21,10,38,29,16,29,9,9,9
novel_X_888,0,0,0,3,0,0,8,8,0,0,0,9,0,0,0,4,0,0,7,0,10,0,8,9,0,0,0,0,0,0,13,6,0,0,0,0,0
novel_X_889,38,94,27,77,115,62,156,81,137,97,229,69,206,41,107,69,102,54,97,77,127,92,102,122,44,16,128,25,130,65,85,62,51,80,50,58,68
novel_X_890,0,0,0,0,25,13,13,0,16,8,17,0,22,0,11,0,10,0,0,9,8,0,14,7,0,0,9,0,22,9,14,0,0,7,0,6,0
novel_X_891,58,27,31,102,166,192,43,132,464,440,92,112,347,70,167,76,114,63,88,90,50,64,353,145,112,61,170,196,105,243,298,134,0,360,0,132,118
novel_X_892,1565,824,895,2110,2693,2661,2162,2694,9472,4616,2481,1612,4184,1329,3674,2088,1931,1368,1569,2115,1694,2318,4560,2273,2165,1172,3991,3110,4012,3344,4619,3450,2235,3562,1351,1882,2460
novel_X_893,1596,1718,1078,3320,3359,2942,1963,3107,9665,7061,3222,2433,7064,1858,3179,2919,2822,1540,2047,2599,1628,3339,5085,3855,2697,960,3997,3135,3572,4585,6073,4200,3546,4883,1951,2523,2389
novel_X_894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,0,0,0,0,0,0,0,0,0,0
novel_X_895,611,62,35,117,0,0,0,240,0,0,139,0,756,0,276,150,14,85,0,0,0,168,486,222,167,0,119,163,422,186,0,153,0,0,146,0,537
novel_X_896,0,0,0,0,7,14,0,6,14,35,6,0,39,4,9,0,5,4,8,0,0,0,12,5,6,9,5,14,5,8,15,0,10,16,7,8,41
novel_X_897,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
novel_X_898,0,0,0,0,0,6,0,0,9,8,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
novel_X_899,414,38,40,226,723,888,171,280,782,652,405,141,1477,444,569,218,389,251,193,312,170,244,609,369,514,528,241,1077,289,440,457,344,680,790,328,322,1782
novel_X_900,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
novel_X_901,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
novel_X_902,0,0,0,15,11,9,10,0,0,0,15,8,0,9,13,11,9,0,0,10,10,10,0,0,0,12,19,0,0,0,0,0,0,0,0,12,115
novel_X_903,0,0,0,9,0,9,0,0,10,0,0,0,0,0,12,15,0,0,0,0,0,0,9,0,0,10,19,0,0,0,10,0,0,0,0,0,85
novel_X_904,0,0,0,15,11,9,10,0,0,0,15,8,0,9,13,11,9,0,0,10,10,10,0,0,0,12,19,0,0,0,0,0,0,0,0,11,114
novel_X_905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
novel_X_906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,60
novel_X_907,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
novel_X_908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,60
novel_X_910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,60
novel_X_911,228,169,88,391,444,410,405,409,1214,854,439,349,850,260,577,371,453,214,352,449,241,362,702,365,269,291,567,414,567,625,603,457,344,586,254,319,515
novel_X_912,0,0,0,0,0,0,0,0,0,90,18,0,0,0,0,29,21,0,22,0,14,0,65,0,0,0,42,0,0,0,0,0,30,0,15,0,38
novel_X_913,235,1140,571,732,1175,826,1309,1107,2384,839,1035,315,981,585,1003,629,757,499,452,862,590,669,974,1048,560,157,1843,690,1747,775,982,1096,834,849,1131,511,628
novel_X_914,0,0,0,0,0,0,0,0,0,0,0,104,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
