,baseMean,baseVar,allZero,dispGeneEst,dispFit,dispersion,dispIter,dispOutlier,dispMAP,Intercept,migroupF1.C,migroupF1.F,migroupFS.C,migroupFS.F,migroupTX.C,migroupTX.F,SE_Intercept,SE_migroupF1.C,SE_migroupF1.F,SE_migroupFS.C,SE_migroupFS.F,SE_migroupTX.C,SE_migroupTX.F,MLE_Intercept,MLE_migroup_F1.F_vs_F1.C,MLE_migroup_FS.C_vs_F1.C,MLE_migroup_FS.F_vs_F1.C,MLE_migroup_TX.C_vs_F1.C,MLE_migroup_TX.F_vs_F1.C,WaldStatistic_Intercept,WaldStatistic_migroupF1.C,WaldStatistic_migroupF1.F,WaldStatistic_migroupFS.C,WaldStatistic_migroupFS.F,WaldStatistic_migroupTX.C,WaldStatistic_migroupTX.F,WaldPvalue_Intercept,WaldPvalue_migroupF1.C,WaldPvalue_migroupF1.F,WaldPvalue_migroupFS.C,WaldPvalue_migroupFS.F,WaldPvalue_migroupTX.C,WaldPvalue_migroupTX.F,betaConv,betaIter,deviance,maxCooks,replace
novel_2_412,22.8613266029,832.9414164589,FALSE,4.7262126534,1.8423402741,4.5394545347,8,FALSE,4.5394545347,4.4352728717,-0.1395171788,0.2935833906,-0.1147586241,-0.0870050544,-0.063454577,0.1111545371,0.5092535566,0.2740201786,0.3087048697,0.2894269781,0.3150668113,0.2892976842,0.3149447119,3.5289246657,1.7780414053,0.3373078364,0.6217847473,0.6084319933,1.2381239929,8.7093606197,-0.5091492877,0.9510163897,-0.3965028585,-0.2761479512,-0.2193400794,0.3529334923,3.05593611406174E-18,0.6106475863,0.3415960559,0.6917340995,0.7824344323,0.8263851431,0.7241383013,TRUE,9,270.7572585699,0.0736515493,FALSE
novel_2_417,10085.5281725197,8670860.54161694,FALSE,0.0634372584,0.4252406644,0.0651710198,8,FALSE,0.0651710198,13.2836351277,-0.0034078985,-0.2322912295,0.0877461596,0.3460263146,0.0062390005,-0.204304879,0.0625625909,0.1542648323,0.1253402568,0.1417338399,0.1195448507,0.1417553575,0.1196001535,13.2800208154,-0.2367228792,0.0955934303,0.3600523497,0.0101548363,-0.2068800332,212.3255276386,-0.0220912213,-1.853285094,0.6190911054,2.89453132,0.0440124494,-1.7082325817,0,0.9823751892,0.0638415065,0.5358563425,0.0037972503,0.9648944803,0.0875931952,TRUE,4,676.0185421841,0.1658484007,FALSE
novel_2_420,1715.5481480039,605787.027412253,FALSE,0.1735863096,0.4409482785,0.1790938932,7,FALSE,0.1790938932,10.7211277032,0.1341844672,-0.298487751,0.598645335,0.0620419973,-0.4392454086,-0.0571326128,0.1033868841,0.2338814164,0.1959226039,0.2177914114,0.1878364884,0.217986993,0.1879393672,10.8774484077,-0.4835074983,0.5197309369,-0.0891294988,-0.6552955459,-0.2182175771,103.699108374,0.573728641,-1.5234982847,2.7487095621,0.3302978984,-2.0150074211,-0.3039949193,0,0.5661514438,0.1276340895,0.0059830375,0.7411748808,0.0439038715,0.7611317619,TRUE,6,580.0576698881,0.2174929225,FALSE
novel_2_423,40.7732253378,222.4756131621,FALSE,0.072954857,1.2183863953,0.0858629378,10,FALSE,0.0858629378,5.3170528518,-0.1068596054,0.3435537135,-0.2047397516,-0.1550645077,0.0396523687,0.0834607716,0.0818535633,0.1972732567,0.1584523162,0.1779223438,0.1534905654,0.1789155553,0.1549902113,5.1985197395,0.4816888502,-0.1028377472,-0.044638718,0.1614163003,0.2064896266,64.958110984,-0.5416831822,2.1681836014,-1.1507253517,-1.0102543257,0.2216261668,0.5384905982,0,0.5880367773,0.03014472,0.2498452434,0.3123734577,0.8246049109,0.5902383942,TRUE,5,285.6922406625,0.0833260613,FALSE
novel_2_424,12898.9548220245,41391825.7830506,FALSE,0.2486875461,0.4245384499,0.2944993051,11,FALSE,0.2944993051,13.6160622212,-0.1201556197,0.2650450828,0.0898139942,0.2991221386,0.0125574585,-0.5463753998,0.1319036279,0.2755887144,0.2369314163,0.2598278038,0.2283683012,0.2598327369,0.2283900521,13.4627628852,0.4590613662,0.26257105,0.4926325495,0.1685933334,-0.4695621301,103.2273519664,-0.4359961545,1.1186574028,0.3456673725,1.309823373,0.0483290082,-2.39229071,0,0.6628395196,0.2632863243,0.7295927074,0.1902555943,0.9614540363,0.0167435744,TRUE,6,745.7078500809,0.1959761546,FALSE
novel_2_425,12.292212442,986.2998407438,FALSE,14.4895903269,3.0635618328,11.1821752057,6,FALSE,11.1821752057,3.0629130893,0.1536695233,-0.2403431353,-0.1725744926,-0.2508807681,-0.1721214923,0.6822520869,0.7981720251,0.1984472973,0.2368412635,0.2142900636,0.2455434017,0.2141061426,0.2457325049,4.2995589209,-8.9257457459,-9.4448469917,-4.9044010727,-9.0916856886,1.2370454707,3.8374097225,0.7743593659,-1.0147857336,-0.8053312865,-1.021736957,-0.803907306,2.7764014662,0.0001243389,0.438718306,0.3102079758,0.4206285321,0.3069054145,0.4214505103,0.0054964292,TRUE,36,119.7474084775,0.1608116856,FALSE
novel_2_430,13.0226379317,503.3037902877,FALSE,6.6724829481,2.9154007115,6.2342002166,8,FALSE,6.2342002166,3.3531565759,-0.1978657921,-0.4269123458,0.5469531363,0.0551074639,0.4285982184,-0.4058787958,0.5986479525,0.2466999812,0.2846999273,0.263742238,0.2930118276,0.2635135112,0.2922232609,0.8406003228,-5.466816976,4.5255697425,2.7209476968,4.1969035143,-0.4710236832,5.6012161441,-0.8020502925,-1.4995168765,2.0738169983,0.1880724897,1.6264753044,-1.3889339079,2.12853123113779E-08,0.4225238669,0.1337395939,0.0380963099,0.8508198263,0.1038485827,0.1648528485,TRUE,23,184.2998760268,0.1190205422,FALSE
novel_2_431,14.8423433235,1813.0720279901,FALSE,37,2.6097066503,29.1359955822,8,FALSE,29.1359955822,3.7706626479,0.1037151005,0.1703439622,-0.0667298989,-0.0340547892,-0.0666911803,-0.1065810746,1.2821521728,0.1309479671,0.1614645959,0.1430201996,0.1686810984,0.1429884763,0.1686108906,5.4313564332,0.0077723173,-22.5551203882,-2.2497266654,-22.1079781304,-26.2426270595,2.940885433,0.792032918,1.054992652,-0.4665767429,-0.2018885907,-0.4664094759,-0.6321126364,0.0032727556,0.4283414825,0.2914286854,0.6408027296,0.8400038217,0.64092243,0.5273132786,TRUE,12,94.5310051219,0.8904625301,FALSE
novel_2_435,1282.3011279961,109080.928865002,FALSE,0.0591647325,0.4473431233,0.0642854084,11,FALSE,0.0642854084,10.2978955704,-0.243549037,-0.0453672273,0.0588304909,0.2752581468,0.05894096,-0.1041075442,0.0625097311,0.1543430814,0.1252780242,0.1414272926,0.1193186124,0.1415645057,0.1196767314,10.0395336666,0.211428728,0.3200152446,0.5418635021,0.3201404808,0.1511041521,164.7406793194,-1.5779718455,-0.3621323657,0.4159769291,2.3069170959,0.4163540832,-0.8699063135,0,0.114572078,0.7172531184,0.6774268854,0.0210594423,0.6771509227,0.3843516049,TRUE,4,523.7762547974,0.0368021736,FALSE
novel_2_442,12.8727688749,214.2217755239,FALSE,2.6240615563,2.9444294656,2.6388651959,10,FALSE,2.6388651959,3.4931872301,0.0313026366,0.0281444121,0.0249267955,-0.6276999496,-0.0522698135,0.5955978827,0.3942031702,0.3123737831,0.3347919115,0.3238060908,0.3375580082,0.3234285437,0.3379272866,3.6026413787,-0.0412341829,-0.0351652362,-1.8906903576,-0.2723259415,1.0958873456,8.8613879698,0.1002089109,0.0840653885,0.0769806256,-1.8595320933,-0.1616116281,1.7625030775,7.90243356129575E-19,0.9201784718,0.9330044432,0.9386389577,0.0629517546,0.8716116998,0.0779843369,TRUE,12,248.0397758708,0.045455357,FALSE
novel_20_465,17.1640174703,260.3993973761,FALSE,1.4305638429,2.3137914983,1.4595714591,8,FALSE,1.4595714591,4.0047342528,-0.2743835794,-0.2437150342,0.2956854249,-0.0558364632,-0.1242903419,0.4025422451,0.2957695887,0.3383938278,0.3403683958,0.3415068858,0.3383008293,0.3414126294,0.3383272821,3.269805642,0.2764280202,1.3272755007,0.6388950717,0.4630917128,1.3998270207,13.5400474089,-0.8108409697,-0.71603309,0.8658256605,-0.165049738,-0.3640472881,1.1898013148,9.07303439132029E-42,0.4174570033,0.473970917,0.386585775,0.8689048336,0.7158226978,0.2341244927,TRUE,6,283.1570807141,0.0851422893,FALSE
novel_20_466,32.4247979203,447.0395303546,FALSE,0.7376227914,1.4234269128,0.7597431109,9,FALSE,0.7597431109,4.9541826848,0.0447994096,-0.617152754,0.2839624134,0.057832853,-0.1090615117,0.3396223748,0.2148052637,0.3362891372,0.3156148185,0.3281499451,0.3075855272,0.3288430322,0.3079084957,5.0318304869,-0.99304817,0.3617678445,0.0012309812,-0.2521835676,0.3822015545,23.0636000257,0.1332169393,-1.9553985355,0.8653434738,0.1880220228,-0.3316521897,1.1029977398,1.07434872873056E-117,0.8940218146,0.0505360489,0.3868502963,0.8508593874,0.7401519062,0.2700281467,TRUE,8,326.786974625,0.0999390342,FALSE
novel_20_468,118.8105082774,4587.1329220305,FALSE,0.5495401976,0.6953166777,0.5546006061,9,FALSE,0.5546006061,6.8328924442,-0.1566675226,0.2264774474,-0.3295875203,-0.1609962571,0.1080828078,0.3126948859,0.1814628293,0.3215355323,0.2904249785,0.3097027063,0.2826955372,0.3096535852,0.2827317079,6.5916154295,0.5336221902,-0.2330347014,0.037638385,0.3937867722,0.6334584832,37.6545018655,-0.4872479302,0.7798139422,-1.0642061356,-0.5695040631,0.3490442642,1.1059774239,0,0.6260826427,0.4355003986,0.2872353281,0.5690141142,0.7270560788,0.2687362911,TRUE,6,418.2871300015,0.205167856,FALSE
novel_20_470,118.8105082774,4587.1329220305,FALSE,0.5495401976,0.6953166777,0.5546006061,9,FALSE,0.5546006061,6.8328924442,-0.1566675226,0.2264774474,-0.3295875203,-0.1609962571,0.1080828078,0.3126948859,0.1814628293,0.3215355323,0.2904249785,0.3097027063,0.2826955372,0.3096535852,0.2827317079,6.5916154295,0.5336221902,-0.2330347014,0.037638385,0.3937867722,0.6334584832,37.6545018655,-0.4872479302,0.7798139422,-1.0642061356,-0.5695040631,0.3490442642,1.1059774239,0,0.6260826427,0.4355003986,0.2872353281,0.5690141142,0.7270560788,0.2687362911,TRUE,6,418.2871300015,0.205167856,FALSE
novel_20_472,584.1202866143,64724.5850657847,FALSE,0.1626110234,0.4776096769,0.1687078958,7,FALSE,0.1687078958,9.1540679504,0.2742859432,0.1605897813,-0.5058697274,-0.1963068768,0.0109184351,0.2563875907,0.1007461195,0.2293622287,0.1916776254,0.2135977881,0.1838305884,0.2135113776,0.1838661162,9.4710437345,-0.1419573442,-0.8882968132,-0.5288753223,-0.3046790557,-0.0404115393,90.8627349209,1.1958636118,0.8378118257,-2.368328492,-1.0678684027,0.0511374859,1.3944254441,0,0.2317497872,0.402136396,0.0178686629,0.2855798773,0.9592159656,0.163189169,TRUE,6,499.0913450739,0.1044798865,FALSE
novel_20_473,24.706330243,2578.8164168218,FALSE,1.7706278702,1.7362745855,1.7679671195,4,FALSE,1.7679671195,4.2627554836,-0.246401636,0.032723431,-0.2648314351,-0.7749281052,0.2662127086,0.9872274331,0.3228675787,0.3329335615,0.3415921258,0.3387910971,0.3412939825,0.3388472478,0.3411442815,3.5283420232,0.7981182942,0.0614367283,-0.9331295569,1.3212610334,2.3721890749,13.2027981893,-0.7400925126,0.0957967955,-0.7816953792,-2.2705589458,0.7856422335,2.8938706776,8.45355297716616E-40,0.4592438616,0.9236819625,0.4343936179,0.0231736911,0.4320771145,0.0038052485,TRUE,15,291.7893286514,0.6618864077,FALSE
novel_20_475,300.3319436441,20238.7673308596,FALSE,1.0123811056,0.5301361324,0.990516418,7,FALSE,0.990516418,8.2146978074,-0.0633708849,-0.0746225331,-0.1454210353,-0.0795890043,0.2365591519,0.1264489238,0.2395272344,0.3410962695,0.3265266724,0.3369696408,0.3213915349,0.3369681698,0.3214268488,8.0917545206,0.0084934628,-0.133640062,0.0062565259,0.5237930106,0.306521145,34.2954646748,-0.185785922,-0.228534265,-0.4315553027,-0.2476387697,0.7020222474,0.3933987602,9.16922234752182E-258,0.8526126449,0.8192309212,0.6660646504,0.804413911,0.4826652893,0.6940249852,TRUE,6,495.4202374854,0.0254734171,FALSE
novel_20_478,18.6019028033,134.8959141455,FALSE,0.9897525484,2.1675618975,1.0272861345,11,FALSE,1.0272861345,4.2063002463,-0.1723875814,0.0629873796,0.0671424729,-0.0500570202,0.1875680555,-0.0952509418,0.2502145222,0.341935099,0.3305346518,0.3388518875,0.3258420685,0.3389789464,0.3266475154,3.8462360063,0.4589688321,0.4794570051,0.2846699294,0.689830598,0.2146865915,16.810775849,-0.5041529281,0.1905621068,0.1981469644,-0.1536235649,0.5533324635,-0.2916016113,2.03490535647072E-63,0.6141539158,0.8488686805,0.8429300809,0.8779065554,0.5800357755,0.7705912434,TRUE,6,291.9340969008,0.083158783,FALSE
novel_20_484,57.1591206084,4348.2234788883,FALSE,9.5449049388,0.9900911177,8.5341913681,12,FALSE,8.5341913681,5.7676758714,0.1368760607,-0.0821679166,-0.064711895,0.1789231642,0.082750585,-0.2516667559,0.6942966039,0.2215397002,0.260747763,0.2378052159,0.2691776115,0.2377856544,0.2690697776,6.7129167361,-1.4571028474,-1.4916709214,-0.1902591866,-0.415568365,-2.8844503268,8.3072217823,0.6178398754,-0.3151241479,-0.2721214281,0.6647029936,0.3480049508,-0.9353215293,9.79687367775827E-17,0.5366808953,0.7526673945,0.7855286538,0.5062404787,0.7278364654,0.3496226233,TRUE,9,281.5244349204,0.0961145297,FALSE
novel_21_485,11.77960556,389.2426883892,FALSE,9.9252348108,3.1785123649,9.2640942555,10,FALSE,9.2640942555,3.5226657926,-0.0337642853,0.0719720937,0.0107192793,-0.1677016859,-0.00803125,0.1268078285,0.726151854,0.2139168486,0.2531616826,0.2303123261,0.2616468792,0.2301582306,0.2615356181,3.1623904868,0.7500723419,0.4432824845,-0.820016216,0.2955195401,0.9523890865,4.8511420487,-0.1578383635,0.2842929977,0.0465423604,-0.6409466316,-0.0348944723,0.4848587334,1.22752588386163E-06,0.8745841679,0.7761858519,0.962877972,0.5215573575,0.9721638884,0.6277765566,TRUE,8,195.9347736219,0.1287934864,FALSE
novel_21_487,14.6860699457,204.6681494856,FALSE,1.6734370394,2.6329856488,1.7110414815,10,FALSE,1.7110414815,3.7166309432,-0.044600699,-0.0770581343,0.0386842143,-0.7425640635,0.2562036741,0.5693370976,0.3202602759,0.3336942916,0.3416081473,0.339331856,0.3412165287,0.33927964,0.3410333918,3.594397127,-0.029908135,0.210926639,-1.4350427701,0.6813542094,1.1035373094,11.6050326021,-0.1336573626,-0.2255746383,0.1140011278,-2.1762253615,0.755140138,1.6694467797,3.88539512364395E-31,0.8936735222,0.8215322682,0.9092368994,0.0295384134,0.4501649021,0.0950288693,TRUE,12,265.8410908636,0.0462491194,FALSE
novel_21_490,124.802180971,2688.2433977196,FALSE,0.1202725456,0.6821959352,0.1292610484,9,FALSE,0.1292610484,6.9464774824,-0.1936457814,-0.1344327567,0.5935627288,0.0936037357,-0.1852911569,-0.1737928643,0.0908147992,0.2126995806,0.1760611549,0.194075047,0.1673961745,0.1965326824,0.1693946368,6.7276231089,0.0744673132,0.8698310638,0.3183751573,0.0143588467,0.0337600427,76.4905889765,-0.9104191973,-0.7635571674,3.0584185758,0.5591748791,-0.9428007323,-1.0259643848,0,0.3626014773,0.4451311826,0.0022250854,0.5760423757,0.3457828371,0.304908372,TRUE,6,377.7326334858,0.0487949236,FALSE
novel_21_492,136.6462605718,13031.0793779357,FALSE,3.8675057426,0.6596447823,3.6390863629,7,FALSE,3.6390863629,7.0791263682,-0.0682093862,0.041138905,0.1043033655,0.0676430493,-0.0960965162,-0.0487754378,0.4543554691,0.2923254518,0.3223656181,0.3060243623,0.3274437227,0.3059846866,0.3274058258,6.7599589775,0.4375685874,0.6805537122,0.4966393645,-0.0630722163,0.1856636534,15.5805901972,-0.2333337237,0.127615672,0.340833536,0.2065791605,-0.3140566191,-0.1489754731,9.86397860623043E-55,0.8155022735,0.8984531281,0.7332289024,0.8363385367,0.7534780367,0.8815729866,TRUE,4,406.8447149717,0.1028105493,FALSE
novel_21_499,2782.571981971,588297.755368306,FALSE,0.0479049391,0.4336903587,0.052367083,8,FALSE,0.052367083,11.4220884851,-0.0543189248,-0.1375636284,0.4946182967,0.1321221499,-0.3473843967,-0.0874670755,0.0562799664,0.1401827706,0.1134966529,0.1283917043,0.1081103249,0.1286389003,0.1082707242,11.3651140769,-0.0844391785,0.5707184219,0.1923148448,-0.3040651214,-0.0326353055,202.9512314986,-0.3874864547,-1.2120500904,3.8524163184,1.2221048271,-2.7004614933,-0.8078552731,0,0.6983961108,0.225493207,0.000116958,0.2216679879,0.0069243352,0.4191739017,TRUE,5,572.529505861,0.3249028756,FALSE
novel_21_505,12.7464890005,74.663151806,FALSE,0.8704907003,2.9694190453,0.9328440117,10,FALSE,0.9328440117,3.6091432447,0.0226693448,-0.0298344317,-0.1457444598,0.4124210913,0.2861044773,-0.5456139928,0.2431399207,0.3414774419,0.3281501679,0.3373802143,0.3218457155,0.3372909689,0.3254793051,3.6537063081,-0.0910014534,-0.3031495307,0.5461053318,0.4408578235,-0.8857736588,14.8438941439,0.0663860684,-0.0909170089,-0.4319887582,1.2814248301,0.8482423296,-1.6763400446,7.62010362148982E-50,0.9470704616,0.927558535,0.6657495838,0.2000444873,0.3963030277,0.0936716054,TRUE,8,261.200483481,0.0787740799,FALSE
novel_22_516,1708.4916452879,1140341.48628927,FALSE,0.2121074359,0.4410264522,0.2271659815,8,FALSE,0.2271659815,10.6845773819,-0.1617843964,0.277161459,-0.4332514265,-0.2762592371,0.7556558946,-0.161516287,0.116220848,0.2541596488,0.2152255909,0.2379951297,0.2069176688,0.2379056092,0.2069825486,10.4882328424,0.5065101054,-0.3119225207,-0.1093479894,1.074031727,0.0176880363,91.9333972359,-0.6365463487,1.2877718575,-1.8204213975,-1.3351167092,3.1762844819,-0.7803377051,0,0.5244203816,0.1978253914,0.0686948563,0.1818381515,0.0014917459,0.4351921247,TRUE,6,586.4383204518,0.0146600158,FALSE
novel_22_519,13.3117997778,105.8628617184,FALSE,0.8200488573,2.8612389719,0.8848491141,9,FALSE,0.8848491141,3.6817155396,0.2659501655,-0.0779153124,-0.2972502605,-0.3463023269,0.0593869884,0.3961328156,0.2365202761,0.3406373171,0.3257410948,0.3360416496,0.3205366298,0.3360355276,0.3198993049,4.1686631278,-0.6058202709,-1.0128690436,-0.9984476333,-0.38593873,0.077299251,15.566173013,0.7807428961,-0.2391939906,-0.8845637463,-1.0803830036,0.1767283026,1.2383047086,1.23583529142824E-54,0.4349537257,0.8109551622,0.3763919671,0.2799716613,0.8597218085,0.2156030985,TRUE,6,264.559512673,0.0737716232,FALSE
novel_22_524,11.8284413288,148.8667049808,FALSE,2.1786919211,3.1671317135,2.2201451318,10,FALSE,2.2201451318,3.3724129966,-0.0451535186,-0.0831257316,-0.590102608,0.0545021693,0.1089987273,0.5548828575,0.3635390804,0.3218113643,0.3390466104,0.3308151087,0.3408637394,0.3311708373,0.3408601539,3.2250646779,-0.0409832738,-2.2826384193,0.2593245695,0.4310284184,1.2051569581,9.2766175047,-0.1403105162,-0.2451749378,-1.7837837284,0.1598943009,0.3291314179,1.6278900635,1.74944160175496E-20,0.8884146558,0.806320981,0.0744588146,0.872964338,0.7420563579,0.1035481987,TRUE,13,247.4160802048,0.0577477198,FALSE
novel_23_536,12.9134613822,127.50646815,FALSE,1.4829478093,2.9364809291,1.5333735343,10,FALSE,1.5333735343,3.6225908488,-0.0832088687,0.0859486845,0.0937586838,0.2909643406,-0.3653285901,-0.0221322135,0.3045945374,0.3369172818,0.3409896683,0.3409616163,0.3394092097,0.3406930619,0.339797101,3.4068346686,0.3740614945,0.4160369328,0.7081777236,-0.6689401875,0.1766212072,11.893157636,-0.2469712099,0.2520565651,0.2749831045,0.8572670755,-1.0723100378,-0.0651336149,1.28456498393056E-32,0.8049305052,0.8009973422,0.7833292188,0.3912973001,0.2835807997,0.9480676164,TRUE,8,264.8244292951,0.125866585,FALSE
novel_23_543,27.7035411955,269.1411884784,FALSE,1.6763347581,1.5940871761,1.6727934188,8,FALSE,1.6727934188,4.7576885078,0.1611644711,0.1886940148,-0.2912482915,-0.1211462498,-0.0466459826,0.1091847126,0.3128485405,0.3354567916,0.3414143547,0.3400221521,0.3404908836,0.3400001697,0.340539055,5.1538916418,-0.0460355359,-1.1113417782,-0.6167595513,-0.5031672002,-0.2024804936,15.2076416914,0.4804328758,0.5526833075,-0.8565568145,-0.3557988058,-0.137193998,0.3206231738,3.1467632938152E-52,0.6309196221,0.5804802856,0.3916898611,0.7219912435,0.8908774549,0.7484959739,TRUE,7,318.7187266959,0.0646317293,FALSE
novel_24_548,29.6152640187,1774.5346113877,FALSE,15.3961934743,1.518428038,13.2513280808,9,FALSE,13.2513280808,4.8262404162,-0.0442600132,-0.0523763387,0.0328037339,0.1986777027,-0.0482464413,-0.0865959303,0.8649996053,0.1856207918,0.2233672916,0.2009503792,0.231915736,0.200900874,0.2318077867,4.0990704591,0.2502250449,1.0508553419,1.8106842694,0.1024337611,-0.0229330111,5.579471235,-0.2384431872,-0.2344852654,0.1632429562,0.8566805602,-0.2401504798,-0.3735678234,2.41250836073515E-08,0.8115373746,0.8146082709,0.8703271457,0.3916214497,0.8102136018,0.7087258767,TRUE,9,218.1341950354,0.0614338197,FALSE
novel_24_560,2232.4362782123,1821594.21304413,FALSE,0.1884030769,0.4365659802,0.1931592495,7,FALSE,0.1931592495,11.0410926732,-0.198474671,-0.4234962492,0.047780783,-0.1301581216,0.0541999643,0.6501545014,0.1072692181,0.2403077063,0.2019469285,0.2241491178,0.193758415,0.2241850427,0.1937337968,10.8065530476,-0.2330691932,0.2891516687,0.0926660849,0.2964892206,0.9418382169,102.9288072215,-0.8259188772,-2.0970670481,0.2131651621,-0.6717546776,0.2417644089,3.3559167897,0,0.4088501114,0.0359876405,0.8311981404,0.5017398862,0.8089627185,0.0007910236,TRUE,5,601.257198181,0.0227269891,FALSE
novel_24_561,1012.5776041229,182674.624008722,FALSE,0.1071945777,0.4540882147,0.1153827771,7,FALSE,0.1153827771,9.9376031788,-0.2354298838,-0.4497930428,0.2755393655,-0.1378022534,0.1137004115,0.4337909895,0.0834197734,0.1978969213,0.1631572474,0.1826330275,0.1558103889,0.1827907331,0.1557963027,9.6764673495,-0.2167836239,0.5601656867,0.1158817505,0.384595942,0.7181563215,119.1276693196,-1.1896591527,-2.756807006,1.5087050199,-0.8844227544,0.6220250315,2.7843471375,0,0.2341803862,0.0058368791,0.1313741821,0.3764680442,0.5339254087,0.0053635596,TRUE,5,525.8407613779,0.0455964801,FALSE
novel_24_564,29.1820915299,593.8686228114,FALSE,3.0932029258,1.5347028583,3.0053544155,9,FALSE,3.0053544155,4.8493190794,0.2156274957,-0.056720543,-0.1336066597,-0.1261018314,-0.0295463522,0.1303506167,0.415418388,0.305494045,0.3308536208,0.3175910207,0.3347048249,0.3175002913,0.3346406364,5.5717455643,-0.8736032395,-1.1923896517,-1.03766282,-0.820119793,-0.4191965614,11.6733375793,0.7058320748,-0.1714369723,-0.4206877745,-0.3767553438,-0.0930592915,0.3895241718,1.74442583195506E-31,0.4802925728,0.8638801854,0.6739830896,0.7063554298,0.9258564577,0.6968884333,TRUE,7,309.6421781726,0.1951494441,FALSE
novel_24_577,1698.0321563833,657416.366655257,FALSE,1.1610031492,0.4411435205,1.1259738947,8,FALSE,1.1259738947,10.614595047,-0.6758673206,0.1109376569,0.0862362116,0.2102751132,0.0546614458,0.2137628603,0.2546722673,0.3419965818,0.3319364315,0.3398575571,0.3276785567,0.3398596203,0.3276857319,8.9704287905,1.8197032664,1.8006492427,1.9601304617,1.7437532976,1.9653161618,41.6794304291,-1.9762399876,0.3342135613,0.2537422216,0.641711546,0.1608353641,0.6523410679,0,0.0481276029,0.7382184113,0.7996947131,0.5210604911,0.8722230713,0.5141811725,TRUE,11,621.536179945,0.3981226344,FALSE
novel_24_580,5150.3019781488,881431.807974271,FALSE,0.0309418279,0.4283257206,0.0323119642,12,FALSE,0.0323119642,12.3105262225,-0.1797786043,0.0158877249,0.0244801618,0.181477247,0.0129986999,-0.0550583087,0.044223114,0.1119782534,0.090072002,0.1023229437,0.0857369545,0.1023777112,0.0858503027,12.1253158343,0.2013716358,0.2102789431,0.3694128296,0.1985219456,0.1293214343,278.3731200609,-1.6054778391,0.1763891617,0.239244112,2.1166747524,0.126968065,-0.6413292317,0,0.1083886863,0.8599882189,0.8109162992,0.034287461,0.8989656744,0.521308801,TRUE,4,600.974404406,0.0621633973,FALSE
